"","SpawnBio_om","Recruit_0_om","F_om","SpawnBio_em","Recruit_0_em","F_em","scenario","replicate","B","D","E","F","I","species","year","ID"
"1",4084110000,155131000,0,3767960000,120446000,0,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",1,"B0-D1-E991-F1-I1-cod-1"
"2",4084110000,174064000,0,3767960000,119733000,0,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",2,"B0-D1-E991-F1-I1-cod-1"
"3",4091070000,105101000,0,3766550000,118964000,0,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",3,"B0-D1-E991-F1-I1-cod-1"
"4",4121050000,28647400,0,3761390000,118124000,0,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",4,"B0-D1-E991-F1-I1-cod-1"
"5",4159100000,141111000,0,3752470000,117204000,0,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",5,"B0-D1-E991-F1-I1-cod-1"
"6",4145440000,53683200,0,3739990000,116196000,0,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",6,"B0-D1-E991-F1-I1-cod-1"
"7",4080160000,73189500,0,3724390000,115090000,0,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",7,"B0-D1-E991-F1-I1-cod-1"
"8",3998210000,110772000,0,3706170000,113875000,0,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",8,"B0-D1-E991-F1-I1-cod-1"
"9",3871450000,140683000,0,3685760000,112542000,0,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",9,"B0-D1-E991-F1-I1-cod-1"
"10",3735490000,169028000,0,3663430000,111084000,0,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",10,"B0-D1-E991-F1-I1-cod-1"
"11",3626360000,83293300,0,3639340000,109504000,0,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",11,"B0-D1-E991-F1-I1-cod-1"
"12",3571760000,52935500,0,3613490000,107805000,0,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",12,"B0-D1-E991-F1-I1-cod-1"
"13",3556820000,95885200,0,3585830000,106073000,0,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",13,"B0-D1-E991-F1-I1-cod-1"
"14",3523510000,94655600,0,3556230000,104416000,0,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",14,"B0-D1-E991-F1-I1-cod-1"
"15",3466280000,39072400,0,3524560000,103030000,0,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",15,"B0-D1-E991-F1-I1-cod-1"
"16",3404540000,71623100,0,3490760000,102177000,0,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",16,"B0-D1-E991-F1-I1-cod-1"
"17",3323450000,76418300,0,3454970000,102106000,0,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",17,"B0-D1-E991-F1-I1-cod-1"
"18",3212850000,102150000,0,3417690000,102938000,0,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",18,"B0-D1-E991-F1-I1-cod-1"
"19",3.098e+09,113287000,0,3379860000,105416000,0,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",19,"B0-D1-E991-F1-I1-cod-1"
"20",2994770000,94402800,0,3342990000,116069000,0,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",20,"B0-D1-E991-F1-I1-cod-1"
"21",2923740000,170622000,0,3309250000,156492000,0,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",21,"B0-D1-E991-F1-I1-cod-1"
"22",2884200000,163675000,0,3283560000,144621000,0,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",22,"B0-D1-E991-F1-I1-cod-1"
"23",2886340000,158976000,0,3282590000,186577000,0,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",23,"B0-D1-E991-F1-I1-cod-1"
"24",2957140000,200777000,0,3319350000,131198000,0,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",24,"B0-D1-E991-F1-I1-cod-1"
"25",3078140000,156616000,0,3394090000,119844000,0,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",25,"B0-D1-E991-F1-I1-cod-1"
"26",3245640000,73143200,0,3502030000,107348000,0,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",26,"B0-D1-E991-F1-I1-cod-1"
"27",3449530000,140818000,0.00432479,3601950000,108043000,0.00421246,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",27,"B0-D1-E991-F1-I1-cod-1"
"28",3610970000,174266000,0.00864957,3662930000,110213000,0.00861727,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",28,"B0-D1-E991-F1-I1-cod-1"
"29",3700960000,127594000,0.0129744,3675200000,115289000,0.0132189,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",29,"B0-D1-E991-F1-I1-cod-1"
"30",3762340000,112706000,0.0172991,3642870000,126547000,0.0181385,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",30,"B0-D1-E991-F1-I1-cod-1"
"31",3798750000,86725300,0.0216239,3575380000,141024000,0.0232767,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",31,"B0-D1-E991-F1-I1-cod-1"
"32",3789410000,198748000,0.0259487,3487180000,147071000,0.0284301,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",32,"B0-D1-E991-F1-I1-cod-1"
"33",3727370000,144101000,0.0302735,3395690000,141031000,0.0332317,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",33,"B0-D1-E991-F1-I1-cod-1"
"34",3643780000,77178900,0.0345983,3314760000,72642700,0.038155,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",34,"B0-D1-E991-F1-I1-cod-1"
"35",3582790000,79537700,0.0389231,3244820000,111147000,0.04305,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",35,"B0-D1-E991-F1-I1-cod-1"
"36",3498290000,131734000,0.0432479,3160420000,105390000,0.0479386,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",36,"B0-D1-E991-F1-I1-cod-1"
"37",3365800000,70377700,0.0475726,3042070000,103243000,0.0525028,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",37,"B0-D1-E991-F1-I1-cod-1"
"38",3211560000,116193000,0.0518974,2913730000,101358000,0.0572078,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",38,"B0-D1-E991-F1-I1-cod-1"
"39",3049760000,107893000,0.0562222,2776470000,98492900,0.0614942,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",39,"B0-D1-E991-F1-I1-cod-1"
"40",2874620000,90044200,0.060547,2637190000,91353400,0.0658771,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",40,"B0-D1-E991-F1-I1-cod-1"
"41",2715260000,58026500,0.0648718,2499360000,81144300,0.0704601,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",41,"B0-D1-E991-F1-I1-cod-1"
"42",2564560000,74172800,0.0691966,2363190000,87285200,0.075076,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",42,"B0-D1-E991-F1-I1-cod-1"
"43",2407680000,134390000,0.0735214,2.226e+09,157222000,0.0792253,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",43,"B0-D1-E991-F1-I1-cod-1"
"44",2239870000,122553000,0.0778462,2090080000,132560000,0.0829361,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",44,"B0-D1-E991-F1-I1-cod-1"
"45",2093770000,116808000,0.0821709,1983330000,84528600,0.0859229,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",45,"B0-D1-E991-F1-I1-cod-1"
"46",1993380000,72450800,0.0864957,1927660000,115016000,0.0886284,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",46,"B0-D1-E991-F1-I1-cod-1"
"47",1924130000,192859000,0.0908205,1886420000,148580000,0.0925493,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",47,"B0-D1-E991-F1-I1-cod-1"
"48",1862470000,106925000,0.0951453,1839700000,105816000,0.0956596,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",48,"B0-D1-E991-F1-I1-cod-1"
"49",1820200000,124835000,0.0994701,1810740000,144994000,0.100515,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",49,"B0-D1-E991-F1-I1-cod-1"
"50",1817720000,86996800,0.103795,1792270000,151386000,0.10582,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",50,"B0-D1-E991-F1-I1-cod-1"
"51",1807790000,202593000,0.10812,1771370000,201988000,0.110381,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",51,"B0-D1-E991-F1-I1-cod-1"
"52",1785950000,111099000,0.112444,1767150000,106858000,0.112228,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",52,"B0-D1-E991-F1-I1-cod-1"
"53",1769560000,63718200,0.116769,1793780000,68203500,0.114222,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",53,"B0-D1-E991-F1-I1-cod-1"
"54",1779100000,55087900,0.121094,1833890000,66358800,0.116845,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",54,"B0-D1-E991-F1-I1-cod-1"
"55",1750060000,114808000,0.125419,1824440000,151770000,0.119751,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",55,"B0-D1-E991-F1-I1-cod-1"
"56",1669650000,91388000,0.129744,1759150000,91149400,0.122424,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",56,"B0-D1-E991-F1-I1-cod-1"
"57",1568740000,75245100,0.134068,1679920000,82863100,0.123821,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",57,"B0-D1-E991-F1-I1-cod-1"
"58",1478460000,51550900,0.138393,1618340000,77296100,0.12537,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",58,"B0-D1-E991-F1-I1-cod-1"
"59",1387620000,168120000,0.142718,1546170000,155903000,0.127005,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",59,"B0-D1-E991-F1-I1-cod-1"
"60",1288560000,60416400,0.147043,1466840000,95757900,0.127553,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",60,"B0-D1-E991-F1-I1-cod-1"
"61",1213460000,190432000,0.151368,1407800000,142136000,0.130267,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",61,"B0-D1-E991-F1-I1-cod-1"
"62",1175750000,92392200,0.155692,1380140000,89893800,0.131446,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",62,"B0-D1-E991-F1-I1-cod-1"
"63",1156820000,45118700,0.160017,1364290000,51705200,0.137493,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",63,"B0-D1-E991-F1-I1-cod-1"
"64",1175400000,126441000,0.164342,1355200000,107540000,0.144141,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",64,"B0-D1-E991-F1-I1-cod-1"
"65",1157340000,95944600,0.168667,1312490000,128901000,0.149709,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",65,"B0-D1-E991-F1-I1-cod-1"
"66",1117900000,124998000,0.168667,1247740000,162904000,0.153067,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",66,"B0-D1-E991-F1-I1-cod-1"
"67",1093810000,140722000,0.165867,1202880000,88659000,0.150856,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",67,"B0-D1-E991-F1-I1-cod-1"
"68",1080610000,65148900,0.163067,1199190000,62566800,0.145769,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",68,"B0-D1-E991-F1-I1-cod-1"
"69",1094640000,82092700,0.160267,1221520000,97911600,0.14522,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",69,"B0-D1-E991-F1-I1-cod-1"
"70",1110390000,54206200,0.157467,1216320000,63496800,0.145032,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",70,"B0-D1-E991-F1-I1-cod-1"
"71",1099570000,90656400,0.154667,1189950000,98830100,0.143401,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",71,"B0-D1-E991-F1-I1-cod-1"
"72",1070630000,79160800,0.151867,1156360000,71884800,0.140504,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",72,"B0-D1-E991-F1-I1-cod-1"
"73",1030800000,111610000,0.149067,1117860000,122061000,0.137205,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",73,"B0-D1-E991-F1-I1-cod-1"
"74",1000530000,110704000,0.146267,1088700000,105956000,0.134667,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",74,"B0-D1-E991-F1-I1-cod-1"
"75",985494000,101377000,0.143467,1071370000,110767000,0.132125,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",75,"B0-D1-E991-F1-I1-cod-1"
"76",997285000,176737000,0.140667,1081770000,165817000,0.130303,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",76,"B0-D1-E991-F1-I1-cod-1"
"77",1024180000,69938900,0.137867,1104850000,75313600,0.128198,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",77,"B0-D1-E991-F1-I1-cod-1"
"78",1078540000,51691200,0.135067,1153940000,48138800,0.127412,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",78,"B0-D1-E991-F1-I1-cod-1"
"79",1149050000,49455400,0.132267,1214040000,70488000,0.125798,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",79,"B0-D1-E991-F1-I1-cod-1"
"80",1174590000,114063000,0.129467,1231060000,131614000,0.124046,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",80,"B0-D1-E991-F1-I1-cod-1"
"81",1158510000,44699200,0.126667,1211290000,44580100,0.12077,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",81,"B0-D1-E991-F1-I1-cod-1"
"82",1132390000,144111000,0.123867,1195720000,146412000,0.116597,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",82,"B0-D1-E991-F1-I1-cod-1"
"83",1111110000,104132000,0.121067,1189440000,96179700,0.112521,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",83,"B0-D1-E991-F1-I1-cod-1"
"84",1097510000,64615400,0.118267,1184980000,67584700,0.109526,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",84,"B0-D1-E991-F1-I1-cod-1"
"85",1124510000,46565500,0.115467,1213770000,57718800,0.107451,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",85,"B0-D1-E991-F1-I1-cod-1"
"86",1150470000,75649400,0.112667,1233840000,75272800,0.10541,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",86,"B0-D1-E991-F1-I1-cod-1"
"87",1151960000,74700100,0.109867,1231800000,84769900,0.102745,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",87,"B0-D1-E991-F1-I1-cod-1"
"88",1135180000,59761300,0.107067,1214390000,68272600,0.100204,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",88,"B0-D1-E991-F1-I1-cod-1"
"89",1118900000,98316800,0.104267,1197760000,120960000,0.0972985,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",89,"B0-D1-E991-F1-I1-cod-1"
"90",1101100000,164241000,0.101467,1184510000,148428000,0.0940448,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",90,"B0-D1-E991-F1-I1-cod-1"
"91",1090480000,87234000,0.0986667,1185030000,81908900,0.0902728,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",91,"B0-D1-E991-F1-I1-cod-1"
"92",1124190000,69306200,0.0958667,1229630000,68847500,0.0880972,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",92,"B0-D1-E991-F1-I1-cod-1"
"93",1196830000,87513000,0.0930667,1297440000,97288800,0.0864313,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",93,"B0-D1-E991-F1-I1-cod-1"
"94",1255620000,55462800,0.0902667,1345210000,68389000,0.0848006,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",94,"B0-D1-E991-F1-I1-cod-1"
"95",1297260000,91026300,0.0874667,1376300000,113106000,0.0827467,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",95,"B0-D1-E991-F1-I1-cod-1"
"96",1320730000,91916600,0.0846667,1396900000,93776000,0.0800014,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",96,"B0-D1-E991-F1-I1-cod-1"
"97",1326550000,101567000,0.0818667,1410800000,99792700,0.0766079,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",97,"B0-D1-E991-F1-I1-cod-1"
"98",1337700000,111763000,0.0790667,1437290000,104456000,0.0733769,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",98,"B0-D1-E991-F1-I1-cod-1"
"99",1358560000,184950000,0.0762667,1467430000,94582300,0.0706469,"B0-D1-E991-F1-I1-cod",1,"B0","D1","E991","F1","I1","cod",99,"B0-D1-E991-F1-I1-cod-1"
