"","X","SSB_MSY_om","TotYield_MSY_om","SSB_Unfished_om","depletion_om","params_on_bound_om","NatM_p_1_Fem_GP_1_om","L_at_Amin_Fem_GP_1_om","L_at_Amax_Fem_GP_1_om","VonBert_K_Fem_GP_1_om","CV_young_Fem_GP_1_om","CV_old_Fem_GP_1_om","Wtlen_1_Fem_om","Wtlen_2_Fem_om","Mat50._Fem_om","Mat_slope_Fem_om","Eggs.kg_inter_Fem_om","Eggs.kg_slope_wt_Fem_om","RecrDist_GP_1_om","RecrDist_Area_1_om","RecrDist_Seas_1_om","CohortGrowDev_om","SR_LN_R0_om","SR_BH_steep_om","SR_sigmaR_om","SR_envlink_om","SR_R1_offset_om","SR_autocorr_om","InitF_1Fishery_om","LnQ_base_1_Fishery_om","LnQ_base_2_Survey_om","LnQ_base_3_CPUE_om","AgeSel_1P_1_Fishery_om","AgeSel_1P_2_Fishery_om","AgeSel_1P_3_Fishery_om","AgeSel_1P_4_Fishery_om","AgeSel_1P_5_Fishery_om","AgeSel_1P_6_Fishery_om","AgeSel_2P_1_Survey_om","AgeSel_2P_2_Survey_om","AgeSel_2P_3_Survey_om","AgeSel_2P_4_Survey_om","AgeSel_2P_5_Survey_om","AgeSel_2P_6_Survey_om","Catch_endyear_om","NLL_TOTAL_om","NLL_Catch_om","NLL_Equil_catch_om","NLL_Survey_om","NLL_Discard_om","NLL_Mean_body_wt_om","NLL_Length_comp_om","NLL_Age_comp_om","NLL_Size_at_age_om","NLL_SizeFreq_om","NLL_Morphcomp_om","NLL_Tag_comp_om","NLL_Tag_negbin_om","NLL_Recruitment_om","NLL_Forecast_Recruitment_om","NLL_Parm_priors_om","NLL_Parm_softbounds_om","NLL_Parm_devs_om","NLL_Crash_Pen_om","SSB_MSY_em","TotYield_MSY_em","SSB_Unfished_em","depletion_em","params_on_bound_em","NatM_p_1_Fem_GP_1_em","L_at_Amin_Fem_GP_1_em","L_at_Amax_Fem_GP_1_em","VonBert_K_Fem_GP_1_em","CV_young_Fem_GP_1_em","CV_old_Fem_GP_1_em","Wtlen_1_Fem_em","Wtlen_2_Fem_em","Mat50._Fem_em","Mat_slope_Fem_em","Eggs.kg_inter_Fem_em","Eggs.kg_slope_wt_Fem_em","RecrDist_GP_1_em","RecrDist_Area_1_em","RecrDist_Seas_1_em","CohortGrowDev_em","SR_LN_R0_em","SR_BH_steep_em","SR_sigmaR_em","SR_envlink_em","SR_R1_offset_em","SR_autocorr_em","InitF_1Fishery_em","LnQ_base_1_Fishery_em","LnQ_base_2_Survey_em","LnQ_base_3_CPUE_em","AgeSel_1P_1_Fishery_em","AgeSel_1P_2_Fishery_em","AgeSel_1P_3_Fishery_em","AgeSel_1P_4_Fishery_em","AgeSel_1P_5_Fishery_em","AgeSel_1P_6_Fishery_em","AgeSel_2P_1_Survey_em","AgeSel_2P_2_Survey_em","AgeSel_2P_3_Survey_em","AgeSel_2P_4_Survey_em","AgeSel_2P_5_Survey_em","AgeSel_2P_6_Survey_em","Catch_endyear_em","NLL_TOTAL_em","NLL_Catch_em","NLL_Equil_catch_em","NLL_Survey_em","NLL_Discard_em","NLL_Mean_body_wt_em","NLL_Length_comp_em","NLL_Age_comp_em","NLL_Size_at_age_em","NLL_SizeFreq_em","NLL_Morphcomp_em","NLL_Tag_comp_em","NLL_Tag_negbin_em","NLL_Recruitment_em","NLL_Forecast_Recruitment_em","NLL_Parm_priors_em","NLL_Parm_softbounds_em","NLL_Parm_devs_em","NLL_Crash_Pen_em","bias1","bias2","bias3","bias4","bias5","bias.converged","bias.tried","scenario","replicate","D","E","F","species","max_grad","version","RunTime","hessian","ID","SSB_MSY_re","TotYield_MSY_re","SSB_Unfished_re","depletion_re","params_on_bound_re","NatM_p_1_Fem_GP_1_re","L_at_Amin_Fem_GP_1_re","L_at_Amax_Fem_GP_1_re","VonBert_K_Fem_GP_1_re","CV_young_Fem_GP_1_re","CV_old_Fem_GP_1_re","Wtlen_1_Fem_re","Wtlen_2_Fem_re","Mat50._Fem_re","Mat_slope_Fem_re","Eggs.kg_inter_Fem_re","Eggs.kg_slope_wt_Fem_re","RecrDist_GP_1_re","RecrDist_Area_1_re","RecrDist_Seas_1_re","CohortGrowDev_re","SR_LN_R0_re","SR_BH_steep_re","SR_sigmaR_re","SR_envlink_re","SR_R1_offset_re","SR_autocorr_re","InitF_1Fishery_re","LnQ_base_1_Fishery_re","LnQ_base_2_Survey_re","LnQ_base_3_CPUE_re","AgeSel_1P_1_Fishery_re","AgeSel_1P_2_Fishery_re","AgeSel_1P_3_Fishery_re","AgeSel_1P_4_Fishery_re","AgeSel_1P_5_Fishery_re","AgeSel_1P_6_Fishery_re","AgeSel_2P_1_Survey_re","AgeSel_2P_2_Survey_re","AgeSel_2P_3_Survey_re","AgeSel_2P_4_Survey_re","AgeSel_2P_5_Survey_re","AgeSel_2P_6_Survey_re","Catch_endyear_re"
"13",13,1.408e+09,170594000,4082630000,0.401809617819886,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,121404000,2910.52,8.36628e-07,0,-41.8454,NA,NA,755.262,2196.2,NA,NA,NA,NA,NA,0.646486,0,0,0,0,0,1565560000,188693000,4536420000,0.370208225869739,0,0.2,20.1707,131.763,0.198951,0.101296,0.0946848,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.8165,0.65,0.4,0,0,0,0,0,-0.0335021,0,2.65297,-1,-0.0303653,15,-999,-999,2.36187,-1,-0.0371038,15,-999,-999,121404000,881.178,4.12545e-13,0,-112.235,NA,NA,495.957,565.117,NA,NA,NA,NA,NA,-67.7382,0,0.0752186,0.00150437,0,0,NA,NA,NA,NA,NA,NA,NA,"D100-E0-F1-cod",13,"D100","E0","F1","cod",0.00418873,"#V3.24O",0.45,FALSE,"D100-E0-F1-cod-13",0.111903409090909,0.106094000961347,0.111151390157815,-0.0786476742931339,NA,0,0.008535,-0.00179545454545451,-0.00524500000000011,0.0129599999999999,-0.0531520000000001,0,0,0,0,0,NA,NA,NA,NA,0,0.00622994652406428,0,0,NA,NA,NA,NA,NA,-Inf,NA,-0.0174185185185186,0,-Inf,0,0,0,-0.0158874999999999,0,-Inf,0,0,0,0
"14",14,1.408e+09,170594000,4082630000,0.424008543512393,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,127938000,2920.74,1.07849e-06,0,-41.8454,NA,NA,756.759,2204.92,NA,NA,NA,NA,NA,0.664735,0,0,0,0,0,1551010000,186337000,4500600000,0.402110829667156,0,0.2,22.3828,132.689,0.190619,0.0604224,0.100065,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.8126,0.65,0.4,0,0,0,0,0,-0.0495142,0,2.65704,-1,-0.0318722,15,-999,-999,2.33911,-1,-0.0914788,15,-999,-999,127938000,912.864,3.46436e-13,0,-113.513,NA,NA,525.846,568.508,NA,NA,NA,NA,NA,-68.055,0,0.0760053,0.00152011,0,0,NA,NA,NA,NA,NA,NA,NA,"D100-E0-F1-cod",14,"D100","E0","F1","cod",0.0506438,"#V3.24O",0.433333333333333,FALSE,"D100-E0-F1-cod-14",0.101569602272727,0.0922834331805339,0.102377634025126,-0.0516445108955616,NA,0,0.11914,0.00521969696969692,-0.046905,-0.395776,0.000649999999999956,0,0,0,0,0,NA,NA,NA,NA,0,0.00602139037433158,0,0,NA,NA,NA,NA,NA,-Inf,NA,-0.0159111111111112,0,-Inf,0,0,0,-0.0253708333333334,0,-Inf,0,0,0,0
"15",15,1.408e+09,170594000,4082630000,0.412001577414559,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,124345000,2920.42,8.83719e-07,0,-41.8454,NA,NA,756.495,2204.68,NA,NA,NA,NA,NA,0.840358,0,0,0,0,0,1561820000,185269000,4520420000,0.373367961384119,0,0.2,20.4334,135.171,0.188044,0.103436,0.0877432,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7928,0.65,0.4,0,0,0,0,0,-0.00529096,0,2.72719,-1,0.0457392,15,-999,-999,2.38955,-1,-0.0514082,15,-999,-999,124345000,914.877,5.76552e-13,0,-108.634,NA,NA,489.833,602.571,NA,NA,NA,NA,NA,-68.967,0,0.073233,0.00146466,0,0,NA,NA,NA,NA,NA,NA,NA,"D100-E0-F1-cod",15,"D100","E0","F1","cod",0.00712661,"#V3.24O",0.433333333333333,FALSE,"D100-E0-F1-cod-15",0.109247159090909,0.0860229550863454,0.107232347775821,-0.0937705536781637,NA,0,0.0216699999999999,0.0240227272727272,-0.0597800000000001,0.0343599999999999,-0.122568,0,0,0,0,0,NA,NA,NA,NA,0,0.00496256684491981,0,0,NA,NA,NA,NA,NA,-Inf,NA,0.0100703703703702,0,Inf,0,0,0,-0.0043541666666667,0,-Inf,0,0,0,0
"16",16,1.408e+09,170594000,4082630000,0.421468514168563,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,127402000,716.608,7.37672e-07,0,-41.8454,NA,NA,757.283,NA,NA,NA,NA,NA,NA,0.920595,0,0,0,0,0,1571330000,189744000,4558180000,0.388894251653072,0,0.2,18.6645,132.265,0.196341,0.118205,0.100774,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.83,0.65,0.4,0,0,0,0,0,-0.0300258,0,2.35164,-1,-1.39107,15,-999,-999,2.12663,-1,-1.57707,15,-999,-999,127402000,319.463,5.10981e-13,0,-112.919,NA,NA,501.454,NA,NA,NA,NA,NA,NA,-69.1935,0,0.118125,0.0023625,0,0,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F1-cod",1,"D101","E0","F1","cod",0.01481,"#V3.24O",0.8,FALSE,"D101-E0-F1-cod-1",0.116001420454545,0.112254827250665,0.116481287797327,-0.0772875349413721,NA,0,-0.066775,0.00200757575757565,-0.0182950000000001,0.18205,0.00773999999999997,0,0,0,0,0,NA,NA,NA,NA,0,0.00695187165775396,0,0,NA,NA,NA,NA,NA,-Inf,NA,-0.129022222222222,0,-Inf,0,0,0,-0.113904166666667,0,-Inf,0,0,0,0
"17",17,1.408e+09,170594000,4082630000,0.410860156320803,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,124420000,713.778,9.9272e-07,0,-41.8454,NA,NA,754.636,NA,NA,NA,NA,NA,NA,0.736827,0,0,0,0,0,1573310000,185987000,4516380000,0.315380902404138,0,0.2,25.7064,133.814,0.220105,0.0161643,0.0951167,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.6416,0.65,0.4,0,0,0,0,0,0.153432,0,3.23215,-1,1.51888,15,-999,-999,3.18921,-1,1.86246,15,-999,-999,124420000,279.995,3.38713e-12,0,-114.251,NA,NA,462.562,NA,NA,NA,NA,NA,NA,-68.3534,0,0.0369876,0.000739752,0,0,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F1-cod",2,"D101","E0","F1","cod",0.347281,"#V3.24O",0.966666666666667,FALSE,"D101-E0-F1-cod-2",0.117407670454545,0.090231778374386,0.106242789574368,-0.232388691012701,NA,0,0.28532,0.0137424242424242,0.100525,-0.838357,-0.0488330000000001,0,0,0,0,0,NA,NA,NA,NA,0,-0.00312299465240636,0,0,NA,NA,NA,NA,NA,Inf,NA,0.197092592592592,0,Inf,0,0,0,0.3288375,0,Inf,0,0,0,0
"18",18,1.408e+09,170594000,4082630000,0.4219828884812,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,127824000,715.948,8.66606e-07,0,-41.8454,NA,NA,756.558,NA,NA,NA,NA,NA,NA,0.985471,0,0,0,0,0,1541610000,189551000,4478070000,0.375212982378569,0,0.2,20.3613,129.917,0.206297,0.140181,0.10668,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7977,0.65,0.4,0,0,0,0,0,0.0130725,0,2.65818,-1,-0.0113228,15,-999,-999,2.39658,-1,0.0455108,15,-999,-999,127824000,359.764,7.01721e-13,0,-113.138,NA,NA,541.561,NA,NA,NA,NA,NA,NA,-68.734,0,0.0737483,0.00147497,0,0,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F1-cod",3,"D101","E0","F1","cod",0.00839594,"#V3.24O",0.633333333333333,FALSE,"D101-E0-F1-cod-3",0.0948934659090909,0.111123486171847,0.0968591324709807,-0.110833655532728,NA,0,0.018065,-0.015780303030303,0.031485,0.40181,0.0667999999999999,0,0,0,0,0,NA,NA,NA,NA,0,0.00522459893048127,0,0,NA,NA,NA,NA,NA,Inf,NA,-0.0154888888888889,0,-Inf,0,0,0,-0.0014249999999999,0,Inf,0,0,0,0
"19",19,1.408e+09,170594000,4082630000,0.413343849430392,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,124816000,714.551,9.04281e-07,0,-41.8454,NA,NA,755.345,NA,NA,NA,NA,NA,NA,0.801742,0,0,0,0,0,1577110000,188302000,4548540000,0.376681308727636,0,0.2,14.6547,132.461,0.20174,0.0380738,0.0983716,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.8414,0.65,0.4,0,0,0,0,0,-0.0100914,0,3.39071,-1,0.830923,15,-999,-999,2.19684,-1,-1.63387,15,-999,-999,124816000,258.871,5.39558e-13,0,-113.64,NA,NA,441.842,NA,NA,NA,NA,NA,NA,-69.4157,0,0.0826989,0.00165398,0,0,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F1-cod",4,"D101","E0","F1","cod",0.106517,"#V3.24O",0.75,FALSE,"D101-E0-F1-cod-4",0.120106534090909,0.103802009449336,0.114120064762175,-0.0886974385932651,NA,0,-0.267265,0.00349242424242434,0.00869999999999996,-0.619262,-0.016284,0,0,0,0,0,NA,NA,NA,NA,0,0.00756149732620325,0,0,NA,NA,NA,NA,NA,-Inf,NA,0.255818518518518,0,Inf,0,0,0,-0.08465,0,-Inf,0,0,0,0
"20",20,1.408e+09,170594000,4082630000,0.411134489287543,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,124310000,715.782,7.97918e-07,0,-41.8454,NA,NA,756.62,NA,NA,NA,NA,NA,NA,0.757486,0,0,0,0,0,1510880000,184501000,4379520000,0.358957145988602,0,0.2,17.7035,132.564,0.204336,0.099226,0.0937535,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7593,0.65,0.4,0,0,0,0,0,0.070281,0,3.10532,-1,0.511763,15,-999,-999,2.11749,-1,-1.88236,15,-999,-999,124310000,284.803,1.71127e-12,0,-112.454,NA,NA,465.902,NA,NA,NA,NA,NA,NA,-68.7416,0,0.0937922,0.00187584,0,0,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F1-cod",5,"D101","E0","F1","cod",0.100816,"#V3.24O",0.483333333333333,FALSE,"D101-E0-F1-cod-5",0.0730681818181818,0.0815210382545693,0.0727202807993867,-0.126910645198751,NA,0,-0.114825,0.00427272727272722,0.0216799999999999,-0.00774000000000011,-0.062465,0,0,0,0,0,NA,NA,NA,NA,0,0.00317112299465243,0,0,NA,NA,NA,NA,NA,Inf,NA,0.150118518518518,0,Inf,0,0,0,-0.1177125,0,-Inf,0,0,0,0
"21",21,1.408e+09,170594000,4082630000,0.416910177998006,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,126022000,715.228,8.73594e-07,0,-41.8454,NA,NA,756.002,NA,NA,NA,NA,NA,NA,0.821346,0,0,0,0,0,1545570000,187841000,4472550000,0.361169802461683,0,0.2,16.7546,131.818,0.204018,0.0532675,0.108165,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.8051,0.65,0.4,0,0,0,0,0,0.0617491,0,3.33123,-1,0.765389,15,-999,-999,3.11217,-1,0.896815,15,-999,-999,126022000,311.091,1.34251e-12,0,-114.86,NA,NA,495.111,NA,NA,NA,NA,NA,NA,-69.2064,0,0.0450683,0.000901366,0,0,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F1-cod",6,"D101","E0","F1","cod",0.0422384,"#V3.24O",0.5,FALSE,"D101-E0-F1-cod-6",0.0977059659090909,0.101099686976095,0.0955070628491928,-0.133698764093472,NA,0,-0.16227,-0.00137878787878779,0.02009,-0.467325,0.0816499999999999,0,0,0,0,0,NA,NA,NA,NA,0,0.00562032085561498,0,0,NA,NA,NA,NA,NA,Inf,NA,0.233788888888889,0,Inf,0,0,0,0.2967375,0,Inf,0,0,0,0
"22",22,1.408e+09,170594000,4082630000,0.408420552438012,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,123576000,714.27,1.01728e-06,0,-41.8454,NA,NA,755.14,NA,NA,NA,NA,NA,NA,0.725586,0,0,0,0,0,1576750000,186115000,4526050000,0.36934413009136,1,0.2,10.1535,131.835,0.214624,0.000500052,0.102739,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.8255,0.65,0.4,0,0,0,0,0,-0.00500694,0,3.40434,-1,0.901559,15,-999,-999,2.15988,-1,-1.60936,15,-999,-999,123576000,320.931,7.35389e-13,0,-111.609,NA,NA,501.807,NA,NA,NA,NA,NA,NA,-69.3506,0,0.0823921,0.00164784,0,0,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F1-cod",7,"D101","E0","F1","cod",0.152126,"#V3.24O",0.6,FALSE,"D101-E0-F1-cod-7",0.119850852272727,0.0909820978463486,0.108611360813985,-0.0956769244676608,Inf,0,-0.492325,-0.00124999999999994,0.07312,-0.99499948,0.0273899999999999,0,0,0,0,0,NA,NA,NA,NA,0,0.00671122994652419,0,0,NA,NA,NA,NA,NA,-Inf,NA,0.260866666666667,0,Inf,0,0,0,-0.10005,0,-Inf,0,0,0,0
"23",23,1.408e+09,170594000,4082630000,0.411969735195205,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,124657000,715.391,8.31989e-07,0,-41.8454,NA,NA,756.298,NA,NA,NA,NA,NA,NA,0.687868,0,0,0,0,0,1578310000,190998000,4577600000,0.412692240475358,0,0.2,21.1331,131.164,0.196482,0.0856261,0.100945,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.8417,0.65,0.4,0,0,0,0,0,-0.119289,0,2.8442,-1,0.302286,15,-999,-999,2.00411,-1,-0.994751,15,-999,-999,124657000,297.086,1.56403e-13,0,-112.696,NA,NA,479.253,NA,NA,NA,NA,NA,NA,-69.56,0,0.0863994,0.00172799,0,0,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F1-cod",8,"D101","E0","F1","cod",0.0446038,"#V3.24O",0.533333333333333,FALSE,"D101-E0-F1-cod-8",0.120958806818182,0.11960561332755,0.121238025488472,0.00175378242241666,NA,0,0.0566549999999999,-0.00633333333333343,-0.0175900000000001,-0.143739,0.00944999999999988,0,0,0,0,0,NA,NA,NA,NA,0,0.00757754010695188,0,0,NA,NA,NA,NA,NA,-Inf,NA,0.0534074074074073,0,Inf,0,0,0,-0.164954166666667,0,-Inf,0,0,0,0
"24",24,1.408e+09,170594000,4082630000,0.411310846194732,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,123906000,715.364,8.05472e-07,0,-41.8454,NA,NA,756.125,NA,NA,NA,NA,NA,NA,0.834473,0,0,0,0,0,1562950000,186945000,4519140000,0.370351438548042,0,0.2,16.294,134.296,0.194763,0.10102,0.0871555,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.813,0.65,0.4,0,0,0,0,0,0.0170941,0,3.18854,-1,0.543134,15,-999,-999,2.28388,-1,-1.11599,15,-999,-999,123906000,260.159,7.66861e-13,0,-110.905,NA,NA,439.651,NA,NA,NA,NA,NA,NA,-68.6658,0,0.0771249,0.0015425,0,0,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F1-cod",9,"D101","E0","F1","cod",0.0435587,"#V3.24O",0.583333333333333,FALSE,"D101-E0-F1-cod-9",0.110049715909091,0.0958474506723566,0.106918824385261,-0.0995826101490602,NA,0,-0.1853,0.0173939393939393,-0.0261850000000001,0.0101999999999999,-0.128445,0,0,0,0,0,NA,NA,NA,NA,0,0.00604278074866308,0,0,NA,NA,NA,NA,NA,Inf,NA,0.180940740740741,0,Inf,0,0,0,-0.0483833333333333,0,-Inf,0,0,0,0
"25",25,1.408e+09,170594000,4082630000,0.422805887381418,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,127768000,716.154,8.70025e-07,0,-41.8454,NA,NA,756.81,NA,NA,NA,NA,NA,NA,0.939372,0,0,0,0,0,1587520000,188144000,4603600000,0.379016421930663,0,0.2,24.7432,136.7,0.182396,0.0195884,0.0925145,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7781,0.65,0.4,0,0,0,0,0,-0.0264502,0,2.6865,-1,0.152967,15,-999,-999,1.87621,-1,-1.10625,15,-999,-999,127768000,307.34,4.85928e-13,0,-115.763,NA,NA,492.498,NA,NA,NA,NA,NA,NA,-69.49,0,0.0937733,0.00187547,0,0,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F1-cod",10,"D101","E0","F1","cod",0.0394754,"#V3.24O",0.616666666666667,FALSE,"D101-E0-F1-cod-10",0.1275,0.102875833851132,0.127606469359212,-0.103568722095991,NA,0,0.23716,0.0356060606060605,-0.08802,-0.804116,-0.0748550000000001,0,0,0,0,0,NA,NA,NA,NA,0,0.00417647058823525,0,0,NA,NA,NA,NA,NA,-Inf,NA,-0.00500000000000002,0,Inf,0,0,0,-0.218245833333333,0,-Inf,0,0,0,0
"26",26,1.408e+09,170594000,4082630000,0.412231821154501,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,124532000,715.802,8.02819e-07,0,-41.8454,NA,NA,756.543,NA,NA,NA,NA,NA,NA,0.855007,0,0,0,0,0,1456380000,184629000,4230270000,0.347653932254915,0,0.2,8.05228,125.999,0.235691,0.160453,0.120983,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7912,0.65,0.4,0,0,0,0,0,0.131235,0,3.01142,-1,0.0232005,15,-999,-999,2.44124,-1,-0.806099,15,-999,-999,124532000,289.129,3.93423e-12,0,-115.651,NA,NA,473.894,NA,NA,NA,NA,NA,NA,-69.1929,0,0.0765664,0.00153133,0,0,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F1-cod",11,"D101","E0","F1","cod",0.00985296,"#V3.24O",0.0166666666666667,FALSE,"D101-E0-F1-cod-11",0.0343607954545455,0.082271357726532,0.0361629635798493,-0.156654303684583,NA,0,-0.597386,-0.0454621212121212,0.178455,0.60453,0.20983,0,0,0,0,0,NA,NA,NA,NA,0,0.00487700534759362,0,0,NA,NA,NA,NA,NA,Inf,NA,0.115340740740741,0,Inf,0,0,0,0.0171833333333334,0,-Inf,0,0,0,0
"27",27,1.408e+09,170594000,4082630000,0.418923586021756,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,126663000,716.342,8.38198e-07,0,-41.8454,NA,NA,757.052,NA,NA,NA,NA,NA,NA,0.885181,0,0,0,0,0,1569250000,187366000,4494680000,0.359671878754439,0,0.2,2.3051,130.166,0.22708,0.0118401,0.111066,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.8509,0.65,0.4,0,0,0,0,0,0.0738311,0,3.97425,-1,1.31672,15,-999,-999,3.9734,-1,1.63522,15,-999,-999,126663000,301.627,1.25391e-12,0,-112.077,NA,NA,482.216,NA,NA,NA,NA,NA,NA,-68.5385,0,0.0258518,0.000517036,0,0,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F1-cod",12,"D101","E0","F1","cod",0.0361366,"#V3.24O",0.0177777777777778,FALSE,"D101-E0-F1-cod-12",0.114524147727273,0.0983152983106088,0.100927588343788,-0.14143798354729,NA,0,-0.884745,-0.0138939393939394,0.1354,-0.881599,0.11066,0,0,0,0,0,NA,NA,NA,NA,0,0.00806951871657754,0,0,NA,NA,NA,NA,NA,Inf,NA,0.471944444444444,0,Inf,0,0,0,0.655583333333333,0,Inf,0,0,0,0
"28",28,1.408e+09,170594000,4082630000,0.401809617819886,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,121404000,714.313,8.36628e-07,0,-41.8454,NA,NA,755.262,NA,NA,NA,NA,NA,NA,0.646486,0,0,0,0,0,1627150000,190692000,4677650000,0.411988926063301,0,0.2,15.1624,131.67,0.198903,0.0204638,0.0983225,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.899,0.65,0.4,0,0,0,0,0,-0.169559,0,3.42386,-1,1.00411,15,-999,-999,2.00288,-1,-2.06744,15,-999,-999,121404000,290.382,7.09563e-14,0,-113.628,NA,NA,471.335,NA,NA,NA,NA,NA,NA,-67.4202,0,0.0935934,0.00187187,0,0,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F1-cod",13,"D101","E0","F1","cod",0.0253983,"#V3.24O",0.666666666666667,FALSE,"D101-E0-F1-cod-13",0.155646306818182,0.117811880839889,0.145744287383378,0.0253336600020808,NA,0,-0.24188,-0.00250000000000009,-0.00548500000000007,-0.795362,-0.0167750000000001,0,0,0,0,0,NA,NA,NA,NA,0,0.0106417112299466,0,0,NA,NA,NA,NA,NA,-Inf,NA,0.268096296296296,0,Inf,0,0,0,-0.165466666666667,0,-Inf,0,0,0,0
