"","X","SSB_MSY_om","TotYield_MSY_om","SSB_Unfished_om","depletion_om","params_on_bound_om","NatM_p_1_Fem_GP_1_om","L_at_Amin_Fem_GP_1_om","L_at_Amax_Fem_GP_1_om","VonBert_K_Fem_GP_1_om","CV_young_Fem_GP_1_om","CV_old_Fem_GP_1_om","Wtlen_1_Fem_om","Wtlen_2_Fem_om","Mat50._Fem_om","Mat_slope_Fem_om","Eggs.kg_inter_Fem_om","Eggs.kg_slope_wt_Fem_om","RecrDist_GP_1_om","RecrDist_Area_1_om","RecrDist_Seas_1_om","CohortGrowDev_om","SR_LN_R0_om","SR_BH_steep_om","SR_sigmaR_om","SR_envlink_om","SR_R1_offset_om","SR_autocorr_om","InitF_1Fishery_om","LnQ_base_1_Fishery_om","LnQ_base_2_Survey_om","LnQ_base_3_CPUE_om","SizeSel_1P_1_Fishery_om","SizeSel_1P_2_Fishery_om","SizeSel_1P_3_Fishery_om","SizeSel_1P_4_Fishery_om","SizeSel_1P_5_Fishery_om","SizeSel_1P_6_Fishery_om","SizeSel_2P_1_Survey_om","SizeSel_2P_2_Survey_om","SizeSel_2P_3_Survey_om","SizeSel_2P_4_Survey_om","SizeSel_2P_5_Survey_om","SizeSel_2P_6_Survey_om","Catch_endyear_om","NLL_TOTAL_om","NLL_Catch_om","NLL_Equil_catch_om","NLL_Survey_om","NLL_Discard_om","NLL_Mean_body_wt_om","NLL_Length_comp_om","NLL_Age_comp_om","NLL_Size_at_age_om","NLL_SizeFreq_om","NLL_Morphcomp_om","NLL_Tag_comp_om","NLL_Tag_negbin_om","NLL_Recruitment_om","NLL_Forecast_Recruitment_om","NLL_Parm_priors_om","NLL_Parm_softbounds_om","NLL_Parm_devs_om","NLL_Crash_Pen_om","SSB_MSY_em","TotYield_MSY_em","SSB_Unfished_em","depletion_em","params_on_bound_em","NatM_p_1_Fem_GP_1_em","L_at_Amin_Fem_GP_1_em","L_at_Amax_Fem_GP_1_em","VonBert_K_Fem_GP_1_em","CV_young_Fem_GP_1_em","CV_old_Fem_GP_1_em","Wtlen_1_Fem_em","Wtlen_2_Fem_em","Mat50._Fem_em","Mat_slope_Fem_em","Eggs.kg_inter_Fem_em","Eggs.kg_slope_wt_Fem_em","RecrDist_GP_1_em","RecrDist_Area_1_em","RecrDist_Seas_1_em","CohortGrowDev_em","SR_LN_R0_em","SR_BH_steep_em","SR_sigmaR_em","SR_envlink_em","SR_R1_offset_em","SR_autocorr_em","InitF_1Fishery_em","LnQ_base_1_Fishery_em","LnQ_base_2_Survey_em","LnQ_base_3_CPUE_em","SizeSel_1P_1_Fishery_em","SizeSel_1P_2_Fishery_em","SizeSel_1P_3_Fishery_em","SizeSel_1P_4_Fishery_em","SizeSel_1P_5_Fishery_em","SizeSel_1P_6_Fishery_em","SizeSel_2P_1_Survey_em","SizeSel_2P_2_Survey_em","SizeSel_2P_3_Survey_em","SizeSel_2P_4_Survey_em","SizeSel_2P_5_Survey_em","SizeSel_2P_6_Survey_em","Catch_endyear_em","NLL_TOTAL_em","NLL_Catch_em","NLL_Equil_catch_em","NLL_Survey_em","NLL_Discard_em","NLL_Mean_body_wt_em","NLL_Length_comp_em","NLL_Age_comp_em","NLL_Size_at_age_em","NLL_SizeFreq_em","NLL_Morphcomp_em","NLL_Tag_comp_em","NLL_Tag_negbin_em","NLL_Recruitment_em","NLL_Forecast_Recruitment_em","NLL_Parm_priors_em","NLL_Parm_softbounds_em","NLL_Parm_devs_em","NLL_Crash_Pen_em","bias1","bias2","bias3","bias4","bias5","bias.converged","bias.tried","scenario","replicate","D","E","F","species","max_grad","version","RunTime","hessian","ID","SSB_MSY_re","TotYield_MSY_re","SSB_Unfished_re","depletion_re","params_on_bound_re","NatM_p_1_Fem_GP_1_re","L_at_Amin_Fem_GP_1_re","L_at_Amax_Fem_GP_1_re","VonBert_K_Fem_GP_1_re","CV_young_Fem_GP_1_re","CV_old_Fem_GP_1_re","Wtlen_1_Fem_re","Wtlen_2_Fem_re","Mat50._Fem_re","Mat_slope_Fem_re","Eggs.kg_inter_Fem_re","Eggs.kg_slope_wt_Fem_re","RecrDist_GP_1_re","RecrDist_Area_1_re","RecrDist_Seas_1_re","CohortGrowDev_re","SR_LN_R0_re","SR_BH_steep_re","SR_sigmaR_re","SR_envlink_re","SR_R1_offset_re","SR_autocorr_re","InitF_1Fishery_re","LnQ_base_1_Fishery_re","LnQ_base_2_Survey_re","LnQ_base_3_CPUE_re","SizeSel_1P_1_Fishery_re","SizeSel_1P_2_Fishery_re","SizeSel_1P_3_Fishery_re","SizeSel_1P_4_Fishery_re","SizeSel_1P_5_Fishery_re","SizeSel_1P_6_Fishery_re","SizeSel_2P_1_Survey_re","SizeSel_2P_2_Survey_re","SizeSel_2P_3_Survey_re","SizeSel_2P_4_Survey_re","SizeSel_2P_5_Survey_re","SizeSel_2P_6_Survey_re","Catch_endyear_re"
"29",29,1417800000,164206000,4084470000,0.395980384235898,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,121712000,316.41,9.40856e-07,0,-41.8454,NA,NA,357.196,NA,NA,NA,NA,NA,NA,0.808699,0,0,0,0,0,1556130000,179589000,4483040000,0.364513812056105,0,0.2,20.5514,132.661,0.194714,0.0968117,0.0993229,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7999,0.65,0.4,0,0,0,0,0,-0.0104752,0,53.6743,-3,5.45458,15,-999,-999,40.8567,-4,5.0266,14,-99,99,121712000,933.563,6.85651e-13,0,-112.758,NA,NA,1115.56,NA,NA,NA,NA,NA,NA,-69.3299,0,0.0931696,0.00186339,0,0,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F1-cos",14,"D101","E0","F1","cos",0.0597338,"#V3.24O",0.416666666666667,FALSE,"D101-E0-F1-cos-14",0.0975666525603047,0.0936811078766915,0.0975818160006072,-0.0794649771364618,NA,0,0.02757,0.00500757575757577,-0.0264300000000001,-0.0318830000000001,-0.006771,0,0,0,0,0,NA,NA,NA,NA,0,0.0053422459893049,0,0,NA,NA,NA,NA,NA,-Inf,NA,0.0565807086614174,0,0.0695254901960785,0,0,0,-0.022566985645933,0,-0.0333461538461538,0,0,0,0
"30",30,1417800000,164206000,4084470000,0.39829402590789,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,121947000,316.774,9.43371e-07,0,-41.8454,NA,NA,357.693,NA,NA,NA,NA,NA,NA,0.676384,0,0,0,0,0,1577890000,181573000,4540510000,0.325992014112952,0,0.2,19.6017,134.139,0.199277,0.105915,0.0856432,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7712,0.65,0.4,0,0,0,0,0,0.0953054,0,49.555,-3,4.92594,15,-999,-999,41.7491,-4,5.00894,14,-99,99,121947000,962.228,2.77973e-12,0,-112.099,NA,NA,1143.38,NA,NA,NA,NA,NA,NA,-69.1569,0,0.0984396,0.00196879,0,0,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F1-cos",15,"D101","E0","F1","cos",0.0634995,"#V3.24O",0.583333333333333,FALSE,"D101-E0-F1-cos-15",0.112914374382847,0.105763492198823,0.111652184983609,-0.181529239938082,NA,0,-0.019915,0.0162045454545455,-0.00361500000000001,0.0591499999999999,-0.143568,0,0,0,0,0,NA,NA,NA,NA,0,0.0038074866310161,0,0,NA,NA,NA,NA,NA,Inf,NA,-0.024507874015748,0,-0.0341294117647059,0,0,0,-0.00121770334928226,0,-0.0367423076923077,0,0,0,0
"31",31,1417800000,164206000,4084470000,0.384380348001087,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,117870000,210237,1.00317e-06,0,-41.8454,NA,NA,356.006,209922,NA,NA,NA,NA,NA,0.809811,0,0,0,0,0,1568470000,182182000,4520080000,0.363444894780623,0,0.2,20.0465,131.565,0.2009,0.0983863,0.100034,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.8066,0.65,0.4,0,0,0,0,0,-0.0430735,0,51.3183,-3,5.16161,15,-999,-999,40.7176,-4,5.02808,14,-99,99,117870000,1781.15,4.67099e-13,0,-112.81,NA,NA,1098.05,864.912,NA,NA,NA,NA,NA,-69.1002,0,0.0973157,0.00194631,0,0,NA,NA,NA,NA,NA,NA,NA,"D102-E0-F1-cos",1,"D102","E0","F1","cos",0.00266558,"#V3.24O",0.833333333333333,FALSE,"D102-E0-F1-cos-1",0.106270277895331,0.10947224827351,0.106650312035588,-0.0544654619554193,NA,0,0.00232500000000009,-0.00329545454545456,0.00449999999999992,-0.0161370000000001,0.000339999999999924,0,0,0,0,0,NA,NA,NA,NA,0,0.0057005347593583,0,0,NA,NA,NA,NA,NA,-Inf,NA,0.0102027559055119,0,0.0120803921568627,0,0,0,-0.0258947368421053,0,-0.0330615384615385,0,0,0,0
"32",32,1417800000,164206000,4084470000,0.386764990316981,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,118693000,210226,8.03743e-07,0,-41.8454,NA,NA,356.778,209910,NA,NA,NA,NA,NA,0.843262,0,0,0,0,0,1561230000,180286000,4495220000,0.356458638286891,0,0.2,19.982,132.275,0.199922,0.100336,0.0963796,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7919,0.65,0.4,0,0,0,0,0,-0.0157389,0,50.1501,-3,5.04143,15,-999,-999,41.7197,-4,5.25127,14,-99,99,118693000,1709.85,6.20013e-13,0,-109.443,NA,NA,1084.74,804.053,NA,NA,NA,NA,NA,-69.6028,0,0.0965782,0.00193156,0,0,NA,NA,NA,NA,NA,NA,NA,"D102-E0-F1-cos",2,"D102","E0","F1","cos",0.0214766,"#V3.24O",0.816666666666667,FALSE,"D102-E0-F1-cos-2",0.101163774862463,0.0979257761592146,0.100563843044508,-0.0783585711965601,NA,0,-0.000900000000000034,0.00208333333333338,-0.000390000000000112,0.00335999999999989,-0.0362040000000001,0,0,0,0,0,NA,NA,NA,NA,0,0.00491443850267374,0,0,NA,NA,NA,NA,NA,-Inf,NA,-0.0127933070866141,0,-0.0114843137254901,0,0,0,-0.00192105263157881,0,0.00985961538461533,0,0,0,0
"33",33,1417800000,164206000,4084470000,0.396328042561214,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,121535000,210258,7.97213e-07,0,-41.8454,NA,NA,357.22,209942,NA,NA,NA,NA,NA,0.588077,0,0,0,0,0,1564920000,181925000,4510610000,0.358796260372766,0,0.2,20.1347,130.719,0.201616,0.0961317,0.103717,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.8179,0.65,0.4,0,0,0,0,0,-0.0129313,0,50.4427,-3,5.05549,15,-999,-999,42.557,-4,5.40412,14,-99,99,121535000,1768.68,6.1566e-13,0,-112.309,NA,NA,1092.34,858.197,NA,NA,NA,NA,NA,-69.6463,0,0.094071,0.00188142,0,0,NA,NA,NA,NA,NA,NA,NA,"D102-E0-F1-cos",3,"D102","E0","F1","cos",0.0192746,"#V3.24O",0.866666666666667,FALSE,"D102-E0-F1-cos-3",0.103766398645789,0.107907141030169,0.104331773767466,-0.0946987801970917,NA,0,0.00673499999999994,-0.0097045454545455,0.00807999999999989,-0.0386830000000001,0.03717,0,0,0,0,0,NA,NA,NA,NA,0,0.00630481283422472,0,0,NA,NA,NA,NA,NA,-Inf,NA,-0.00703346456692904,0,-0.00872745098039212,0,0,0,0.0181100478468901,0,0.0392538461538461,0,0,0,0
"34",34,1417800000,164206000,4084470000,0.388417591511261,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,119244000,210246,1.02501e-06,0,-41.8454,NA,NA,357.64,209929,NA,NA,NA,NA,NA,0.735483,0,0,0,0,0,1561780000,180255000,4496640000,0.341328191716482,0,0.2,20.0325,132.077,0.199829,0.100911,0.0990404,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7953,0.65,0.4,0,0,0,0,0,0.0349796,0,49.774,-3,4.99975,15,-999,-999,41.6176,-4,5.11353,14,-99,99,119244000,1691.11,1.19049e-12,0,-109.74,NA,NA,1059.37,810.827,NA,NA,NA,NA,NA,-69.4499,0,0.0978443,0.00195689,0,0,NA,NA,NA,NA,NA,NA,NA,"D102-E0-F1-cos",4,"D102","E0","F1","cos",0.00794866,"#V3.24O",0.883333333333333,FALSE,"D102-E0-F1-cos-4",0.101551699816617,0.0977369889041813,0.100911501369823,-0.121233952385016,NA,0,0.00162499999999994,0.00058333333333332,-0.000855000000000022,0.00910999999999995,-0.00959600000000005,0,0,0,0,0,NA,NA,NA,NA,0,0.00509625668449207,0,0,NA,NA,NA,NA,NA,Inf,NA,-0.0201968503937007,0,-0.019656862745098,0,0,0,-0.00436363636363622,0,-0.0166288461538462,0,0,0,0
"35",35,1417800000,164206000,4084470000,0.389056597306382,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,119590000,210254,9.4793e-07,0,-41.8454,NA,NA,357.594,209937,NA,NA,NA,NA,NA,0.750332,0,0,0,0,0,1550400000,180518000,4470020000,0.354465975543734,0,0.2,20.1561,131.139,0.201133,0.0983247,0.101264,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.8024,0.65,0.4,0,0,0,0,0,0.00333261,0,51.3905,-3,5.15483,15,-999,-999,41.9469,-4,5.16034,14,-99,99,119590000,1834.95,7.22322e-13,0,-113.879,NA,NA,1108.12,909.077,NA,NA,NA,NA,NA,-68.4578,0,0.0943516,0.00188703,0,0,NA,NA,NA,NA,NA,NA,NA,"D102-E0-F1-cos",5,"D102","E0","F1","cos",0.031602,"#V3.24O",0.883333333333333,FALSE,"D102-E0-F1-cos-5",0.0935251798561151,0.0993386356162381,0.0943941319191964,-0.0889089710909281,NA,0,0.00780499999999993,-0.0065227272727272,0.00566499999999998,-0.016753,0.01264,0,0,0,0,0,NA,NA,NA,NA,0,0.00547593582887697,0,0,NA,NA,NA,NA,NA,Inf,NA,0.0116240157480316,0,0.0107509803921569,0,0,0,0.0035143540669857,0,-0.00762692307692317,0,0,0,0
"36",36,1417800000,164206000,4084470000,0.397561984786276,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,122019000,210270,1.19902e-06,0,-41.8454,NA,NA,357.683,209953,NA,NA,NA,NA,NA,0.799396,0,0,0,0,0,1563870000,180578000,4504160000,0.356115235693226,0,0.2,19.9636,132.711,0.198367,0.0995605,0.0995124,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7904,0.65,0.4,0,0,0,0,0,0.0130512,0,50.6549,-3,5.06198,15,-999,-999,43.5463,-4,5.60776,14,-99,99,122019000,1765.22,9.65404e-13,0,-114.617,NA,NA,1068.29,880.949,NA,NA,NA,NA,NA,-69.4915,0,0.0913794,0.00182759,0,0,NA,NA,NA,NA,NA,NA,NA,"D102-E0-F1-cos",6,"D102","E0","F1","cos",0.16459,"#V3.24O",0.883333333333333,FALSE,"D102-E0-F1-cos-6",0.103025814642404,0.0997040303033994,0.102752621515154,-0.104252294432354,NA,0,-0.00182000000000002,0.00538636363636373,-0.00816500000000012,-0.00439500000000009,-0.00487600000000005,0,0,0,0,0,NA,NA,NA,NA,0,0.00483422459893061,0,0,NA,NA,NA,NA,NA,Inf,NA,-0.00285629921259841,0,-0.00745490196078422,0,0,0,0.0417775119617226,0,0.0784153846153846,0,0,0,0
"37",37,1417800000,164206000,4084470000,0.377664666407147,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,115846000,210210,7.74515e-07,0,-41.8454,NA,NA,356.138,209895,NA,NA,NA,NA,NA,0.638528,0,0,0,0,0,1526170000,176615000,4396040000,0.350151499986351,0,0.2,19.9414,132.331,0.1996,0.101142,0.097279,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7697,0.65,0.4,0,0,0,0,0,-0.00101006,0,51.159,-3,5.15202,15,-999,-999,42.8201,-4,5.4268,14,-99,99,115846000,1823.4,8.57641e-13,0,-110.353,NA,NA,1143.97,859.091,NA,NA,NA,NA,NA,-69.4004,0,0.092242,0.00184484,0,0,NA,NA,NA,NA,NA,NA,NA,"D102-E0-F1-cos",7,"D102","E0","F1","cos",0.0189407,"#V3.24O",0.9,FALSE,"D102-E0-F1-cos-7",0.076435322330371,0.0755697112163989,0.0762816228298898,-0.0728507823687564,NA,0,-0.00292999999999992,0.00250757575757567,-0.00200000000000006,0.0114199999999999,-0.02721,0,0,0,0,0,NA,NA,NA,NA,0,0.00372727272727278,0,0,NA,NA,NA,NA,NA,-Inf,NA,0.0070669291338583,0,0.0102000000000001,0,0,0,0.0244043062200957,0,0.0436153846153846,0,0,0,0
"38",38,1417800000,164206000,4084470000,0.394386542195193,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,120927000,210262,9.43081e-07,0,-41.8454,NA,NA,357.557,209945,NA,NA,NA,NA,NA,0.852599,0,0,0,0,0,1549020000,180465000,4465360000,0.354945625884587,0,0.2,19.9465,130.888,0.202926,0.100475,0.101024,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.8002,0.65,0.4,0,0,0,0,0,0.0178945,0,50.4657,-3,5.05307,15,-999,-999,41.0196,-4,5.04186,14,-99,99,120927000,1824.12,1.07212e-12,0,-113.066,NA,NA,1124.44,881.955,NA,NA,NA,NA,NA,-69.2999,0,0.0981351,0.0019627,0,0,NA,NA,NA,NA,NA,NA,NA,"D102-E0-F1-cos",8,"D102","E0","F1","cos",0.152105,"#V3.24O",0.883333333333333,FALSE,"D102-E0-F1-cos-8",0.092551840880237,0.0990158703092457,0.0932532250206269,-0.100005735720783,NA,0,-0.00267499999999998,-0.00842424242424238,0.0146299999999999,0.00474999999999989,0.01024,0,0,0,0,0,NA,NA,NA,NA,0,0.00535828877005353,0,0,NA,NA,NA,NA,NA,Inf,NA,-0.0065807086614173,0,-0.00920196078431367,0,0,0,-0.0186698564593301,0,-0.0304115384615385,0,0,0,0
"39",39,1417800000,164206000,4084470000,0.391446136218408,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,120098000,210256,1.06472e-06,0,-41.8454,NA,NA,357.209,209940,NA,NA,NA,NA,NA,0.760995,0,0,0,0,0,1545990000,180527000,4457500000,0.360406057206955,0,0.2,19.9814,130.615,0.20385,0.0985222,0.101436,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.8001,0.65,0.4,0,0,0,0,0,0.00333981,0,51.1529,-3,5.14333,15,-999,-999,42.2317,-4,5.21006,14,-99,99,120098000,1722.18,7.61128e-13,0,-112.001,NA,NA,1093.74,810.145,NA,NA,NA,NA,NA,-69.8007,0,0.0940064,0.00188013,0,0,NA,NA,NA,NA,NA,NA,NA,"D102-E0-F1-cos",9,"D102","E0","F1","cos",0.0256325,"#V3.24O",0.816666666666667,FALSE,"D102-E0-F1-cos-9",0.0904147270418959,0.0993934448193123,0.0913288627410656,-0.0792959136378706,NA,0,-0.000929999999999964,-0.0104924242424242,0.01925,-0.014778,0.0143599999999999,0,0,0,0,0,NA,NA,NA,NA,0,0.00535294117647065,0,0,NA,NA,NA,NA,NA,Inf,NA,0.00694685039370089,0,0.00849607843137257,0,0,0,0.0103277511961722,0,0.00193461538461542,0,0,0,0
"40",40,1417800000,164206000,4084470000,0.386845784153146,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,118786000,210224,9.1056e-07,0,-41.8454,NA,NA,356.547,209908,NA,NA,NA,NA,NA,0.750721,0,0,0,0,0,1557340000,180685000,4488010000,0.353976484009617,0,0.2,20.088,132.05,0.199457,0.100927,0.0974323,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.796,0.65,0.4,0,0,0,0,0,-0.0153636,0,51.7577,-3,5.20959,15,-999,-999,41.6206,-4,5.16554,14,-99,99,118786000,1780.44,6.47883e-13,0,-112.91,NA,NA,1111.05,851.601,NA,NA,NA,NA,NA,-69.3977,0,0.0943325,0.00188665,0,0,NA,NA,NA,NA,NA,NA,NA,"D102-E0-F1-cos",10,"D102","E0","F1","cos",0.00228967,"#V3.24O",0.8,FALSE,"D102-E0-F1-cos-10",0.0984200874594442,0.100355650828837,0.0987986201392102,-0.0849674508292343,NA,0,0.00440000000000005,0.000378787878787965,-0.00271500000000008,0.00926999999999997,-0.0256770000000001,0,0,0,0,0,NA,NA,NA,NA,0,0.0051336898395722,0,0,NA,NA,NA,NA,NA,-Inf,NA,0.0188523622047245,0,0.0214882352941178,0,0,0,-0.00429186602870799,0,-0.00662692307692311,0,0,0,0
"41",41,1417800000,164206000,4084470000,0.394609337319163,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,121443000,210243,1.04859e-06,0,-41.8454,NA,NA,356.765,209927,NA,NA,NA,NA,NA,1.16374,0,0,0,0,0,1570380000,181888000,4524260000,0.357318102849969,0,0.2,20.0549,132.326,0.199421,0.0986084,0.0985668,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7982,0.65,0.4,0,0,0,0,0,-0.015011,0,51.4501,-3,5.16854,15,-999,-999,42.1451,-4,5.29609,14,-99,99,121443000,1784.68,6.19597e-13,0,-115.061,NA,NA,1089.82,878.888,NA,NA,NA,NA,NA,-69.0654,0,0.0934528,0.00186906,0,0,NA,NA,NA,NA,NA,NA,NA,"D102-E0-F1-cos",11,"D102","E0","F1","cos",0.0385952,"#V3.24O",0.833333333333333,FALSE,"D102-E0-F1-cos-11",0.107617435463394,0.10768181430642,0.107673700627009,-0.0945016525015285,NA,0,0.002745,0.00246969696969692,-0.00289500000000012,-0.0139160000000001,-0.0143320000000001,0,0,0,0,0,NA,NA,NA,NA,0,0.00525133689839583,0,0,NA,NA,NA,NA,NA,-Inf,NA,0.0127972440944882,0,0.0134392156862746,0,0,0,0.00825598086124407,0,0.0184788461538462,0,0,0,0
"42",42,1417800000,164206000,4084470000,0.39984624688148,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,122626000,210256,1.04087e-06,0,-41.8454,NA,NA,357.799,209939,NA,NA,NA,NA,NA,0.841198,0,0,0,0,0,1573430000,181819000,4533080000,0.361910665596019,0,0.2,19.988,132.913,0.197044,0.102847,0.0942367,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.8006,0.65,0.4,0,0,0,0,0,-0.010409,0,51.5543,-3,5.17014,15,-999,-999,41.4147,-4,5.05375,14,-99,99,122626000,1748.42,6.68631e-13,0,-111.064,NA,NA,1095.32,833.604,NA,NA,NA,NA,NA,-69.5387,0,0.0954632,0.00190926,0,0,NA,NA,NA,NA,NA,NA,NA,"D102-E0-F1-cos",12,"D102","E0","F1","cos",0.0324844,"#V3.24O",0.783333333333333,FALSE,"D102-E0-F1-cos-12",0.109768655663704,0.107261610416185,0.109833099520868,-0.0948754216935433,NA,0,-0.000600000000000023,0.00691666666666675,-0.0147800000000001,0.0284699999999999,-0.057633,0,0,0,0,0,NA,NA,NA,NA,0,0.00537967914438503,0,0,NA,NA,NA,NA,NA,-Inf,NA,0.0148484251968504,0,0.0137529411764707,0,0,0,-0.00921770334928215,0,-0.028125,0,0,0,0
"43",43,1417800000,164206000,4084470000,0.392613974395699,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,120499000,210238,1.11117e-06,0,-41.8454,NA,NA,357.103,209922,NA,NA,NA,NA,NA,0.606739,0,0,0,0,0,1551830000,179232000,4469420000,0.351584769388422,0,0.2,20.2371,132.062,0.198761,0.0986388,0.103016,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7912,0.65,0.4,0,0,0,0,0,0.0114205,0,50.5304,-3,5.0756,15,-999,-999,43.4407,-4,5.63017,14,-99,99,120499000,1809.59,9.39751e-13,0,-112.462,NA,NA,1083.58,907.491,NA,NA,NA,NA,NA,-69.1102,0,0.0916429,0.00183286,0,0,NA,NA,NA,NA,NA,NA,NA,"D102-E0-F1-cos",13,"D102","E0","F1","cos",0.00263293,"#V3.24O",0.766666666666667,FALSE,"D102-E0-F1-cos-13",0.0945337847369163,0.091507009488082,0.0942472340352604,-0.104502660839895,NA,0,0.0118550000000001,0.000469696969697059,-0.00619500000000009,-0.0136120000000001,0.0301599999999999,0,0,0,0,0,NA,NA,NA,NA,0,0.00487700534759362,0,0,NA,NA,NA,NA,NA,Inf,NA,-0.00530708661417317,0,-0.00478431372549019,0,0,0,0.0392511961722489,0,0.0827249999999999,0,0,0,0
"44",44,1417800000,164206000,4084470000,0.395980384235898,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,121712000,210236,9.40856e-07,0,-41.8454,NA,NA,357.196,209920,NA,NA,NA,NA,NA,0.808699,0,0,0,0,0,1554160000,179498000,4476360000,0.35579354654228,0,0.2,20.2804,132.593,0.196997,0.0975011,0.100123,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7907,0.65,0.4,0,0,0,0,0,0.0161834,0,52.9208,-3,5.37652,15,-999,-999,40.1424,-4,4.80357,14,-99,99,121712000,1779.21,9.8896e-13,0,-112.685,NA,NA,1121.53,839.903,NA,NA,NA,NA,NA,-69.6403,0,0.0965375,0.00193075,0,0,NA,NA,NA,NA,NA,NA,NA,"D102-E0-F1-cos",14,"D102","E0","F1","cos",0.026571,"#V3.24O",0.733333333333333,FALSE,"D102-E0-F1-cos-14",0.0961771759063338,0.0931269259344969,0.0959463528927866,-0.101486940498743,NA,0,0.01402,0.00449242424242416,-0.015015,-0.0249890000000001,0.00122999999999998,0,0,0,0,0,NA,NA,NA,NA,0,0.00485026737967924,0,0,NA,NA,NA,NA,NA,Inf,NA,0.041748031496063,0,0.0542196078431374,0,0,0,-0.0396555023923444,0,-0.0762365384615385,0,0,0,0
"45",45,1417800000,164206000,4084470000,0.39829402590789,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,121947000,210260,9.43371e-07,0,-41.8454,NA,NA,357.693,209944,NA,NA,NA,NA,NA,0.676384,0,0,0,0,0,1571030000,182472000,4526430000,0.351201719677538,0,0.2,19.7905,131.498,0.202801,0.10163,0.0999356,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.8024,0.65,0.4,0,0,0,0,0,0.0226974,0,49.6158,-3,4.94284,15,-999,-999,41.9806,-4,5.10244,14,-99,99,121947000,1880.31,1.04718e-12,0,-112.28,NA,NA,1153.41,909.03,NA,NA,NA,NA,NA,-69.951,0,0.0975621,0.00195124,0,0,NA,NA,NA,NA,NA,NA,NA,"D102-E0-F1-cos",15,"D102","E0","F1","cos",0.0663806,"#V3.24O",0.733333333333333,FALSE,"D102-E0-F1-cos-15",0.108075892227395,0.111238322594789,0.108204981307244,-0.118235030322154,NA,0,-0.0104749999999999,-0.00380303030303038,0.014005,0.0162999999999999,-0.000644000000000061,0,0,0,0,0,NA,NA,NA,NA,0,0.00547593582887697,0,0,NA,NA,NA,NA,NA,Inf,NA,-0.0233110236220472,0,-0.0308156862745097,0,0,0,0.00432057416267956,0,-0.0187615384615386,0,0,0,0
